Age,Gender,Weight (kg),Height (cm),Activity,Duration (minutes),Calories
53,Male,68,160,Yoga,45,127.5
51,Female,93,161,Yoga,50,193.75
45,Male,76,153,Walking,45,199.5
37,Male,45,159,Swimming,90,472.5
37,Male,66,160,Walking,55,211.75
48,Male,54,157,Cycling,10,72.0
42,Female,74,155,Jump rope,30,455.1
52,Female,100,155,Swimming,65,758.33
29,Female,94,166,Yoga,30,117.5
46,Male,54,172,Cycling,10,72.0
18,Male,85,163,Jump rope,20,348.5
30,Male,67,181,Walking,55,214.96
42,Female,46,186,Cycling,30,184.0
37,Female,54,182,Cycling,85,612.0
40,Female,72,176,Swimming,70,588.0
34,Female,79,177,Running,15,193.55
24,Female,54,189,Running,10,88.2
41,Male,83,157,Yoga,15,51.88
59,Male,65,183,Cycling,35,303.33
28,Female,56,179,Walking,60,196.0
52,Male,96,150,Cycling,90,1152.0
25,Male,67,190,Jump rope,90,1236.15
24,Male,60,179,Cycling,50,400.0
33,Female,76,157,Running,25,310.33
57,Male,74,166,Cycling,85,838.67
54,Male,56,164,Walking,30,98.0
42,Male,93,180,Walking,15,81.38
47,Male,86,190,Jump rope,65,1145.95
41,Female,50,166,Jump rope,10,102.5
56,Female,99,185,Jump rope,35,710.33
51,Female,64,153,Yoga,40,106.67
40,Female,65,184,Walking,80,303.33
58,Female,79,171,Swimming,75,691.25
36,Male,78,190,Yoga,90,292.5
19,Female,60,157,Swimming,25,175.0
31,Female,77,158,Swimming,45,404.25
21,Male,69,185,Cycling,55,506.0
43,Male,47,152,Running,30,230.3
50,Male,62,172,Jump rope,30,381.3
45,Male,56,188,Running,20,182.93
44,Male,53,169,Running,60,519.4
18,Female,74,182,Walking,90,388.5
57,Male,84,173,Swimming,60,588.0
44,Male,62,159,Walking,55,198.92
52,Female,95,154,Running,20,310.33
59,Male,92,153,Swimming,45,483.0
42,Male,65,173,Walking,60,227.5
22,Male,64,159,Walking,60,224.0
25,Female,61,180,Running,80,797.07
53,Female,67,181,Swimming,70,547.17
36,Male,57,183,Swimming,20,133.0
34,Female,86,180,Walking,20,100.33
42,Female,81,162,Swimming,70,661.5
26,Male,49,151,Cycling,85,555.33
23,Female,65,186,Walking,90,341.25
57,Male,84,186,Walking,15,73.5
39,Female,72,175,Swimming,55,462.0
44,Male,95,172,Running,20,310.33
26,Male,79,175,Running,75,967.75
48,Male,93,177,Running,70,1063.3
29,Female,100,177,Yoga,20,83.33
24,Female,45,167,Cycling,65,390.0
42,Female,81,152,Cycling,35,378.0
43,Female,62,171,Swimming,30,217.0
45,Female,66,163,Swimming,65,500.5
48,Male,74,167,Swimming,65,561.17
33,Female,82,163,Yoga,55,187.92
60,Male,100,177,Jump rope,40,820.0
46,Female,46,162,Jump rope,65,612.95
34,Female,53,175,Yoga,10,22.08
58,Female,50,167,Cycling,90,600.0
47,Male,92,185,Running,55,826.47
52,Female,96,187,Running,90,1411.2
30,Female,76,186,Yoga,15,47.5
23,Male,100,160,Walking,90,525.0
33,Male,78,158,Walking,30,136.5
33,Male,56,159,Swimming,40,261.33
45,Female,91,158,Cycling,75,910.0
51,Female,94,162,Walking,60,329.0
33,Female,88,179,Jump rope,85,1533.4
43,Male,91,173,Jump rope,15,279.82
43,Female,46,151,Swimming,60,322.0
52,Male,92,190,Jump rope,35,660.1
19,Male,51,162,Cycling,10,68.0
23,Female,75,169,Yoga,45,140.62
49,Female,79,178,Yoga,15,49.38
51,Male,87,151,Running,45,639.45
46,Male,79,159,Cycling,40,421.33
37,Female,74,151,Swimming,20,172.67
31,Male,83,158,Yoga,65,224.79
26,Male,74,187,Walking,75,323.75
20,Female,54,190,Jump rope,25,276.75
56,Female,59,150,Cycling,45,354.0
50,Male,79,153,Walking,40,184.33
41,Male,92,169,Cycling,25,306.67
46,Female,61,150,Running,20,199.27
39,Female,80,157,Jump rope,55,902.0
24,Female,100,159,Walking,70,408.33
26,Male,83,180,Cycling,70,774.67
57,Male,46,187,Cycling,65,398.67
55,Female,72,179,Yoga,60,180.0
19,Male,66,152,Yoga,20,55.0
52,Female,60,180,Cycling,10,80.0
26,Female,94,160,Swimming,65,712.83
43,Female,82,165,Jump rope,15,252.15
58,Male,98,162,Cycling,85,1110.67
51,Male,64,164,Walking,20,74.67
35,Male,79,169,Walking,80,368.67
37,Female,98,170,Swimming,65,743.17
51,Male,65,184,Swimming,15,113.75
44,Male,51,170,Cycling,15,102.0
60,Male,64,173,Running,25,261.33
26,Female,97,159,Cycling,20,258.67
32,Female,55,162,Cycling,60,440.0
41,Male,68,189,Cycling,90,816.0
43,Female,92,152,Running,30,450.8
47,Female,66,170,Swimming,10,77.0
29,Male,65,165,Swimming,10,75.83
55,Male,70,182,Cycling,50,466.67
42,Female,62,154,Jump rope,25,317.75
43,Male,83,156,Walking,10,48.42
22,Male,78,186,Cycling,90,936.0
25,Male,81,161,Running,20,264.6
44,Female,59,182,Cycling,80,629.33
49,Male,61,150,Yoga,45,114.38
43,Male,91,163,Swimming,45,477.75
60,Male,92,186,Jump rope,70,1320.2
60,Male,95,152,Running,35,543.08
56,Male,63,168,Cycling,30,252.0
27,Male,46,157,Yoga,45,86.25
46,Male,95,161,Swimming,65,720.42
31,Female,63,155,Cycling,75,630.0
41,Male,51,189,Yoga,90,191.25
54,Male,64,173,Cycling,15,128.0
49,Female,75,187,Jump rope,50,768.75
52,Female,86,160,Running,45,632.1
40,Female,74,165,Walking,85,366.92
31,Male,94,177,Cycling,30,376.0
45,Female,77,184,Walking,80,359.33
31,Female,99,158,Swimming,60,693.0
46,Female,54,151,Cycling,30,216.0
46,Male,74,155,Running,15,181.3
47,Male,58,181,Cycling,85,657.33
25,Male,100,179,Walking,35,204.17
28,Male,54,161,Cycling,35,252.0
35,Female,76,181,Swimming,45,399.0
44,Male,90,152,Jump rope,75,1383.75
31,Male,64,176,Swimming,65,485.33
45,Female,47,156,Running,90,690.9
18,Female,77,174,Jump rope,65,1026.02
44,Female,64,173,Running,60,627.2
24,Female,57,179,Walking,90,299.25
52,Female,98,190,Swimming,90,1029.0
51,Female,52,187,Swimming,15,91.0
52,Male,100,159,Walking,55,320.83
24,Female,59,173,Yoga,65,159.79
32,Female,65,151,Running,75,796.25
32,Female,54,151,Walking,20,63.0
36,Male,80,154,Yoga,45,150.0
47,Male,48,175,Jump rope,10,98.4
25,Female,47,173,Cycling,40,250.67
40,Male,56,151,Cycling,50,373.33
28,Male,76,160,Running,10,124.13
22,Male,52,182,Running,80,679.47
28,Male,62,181,Swimming,60,434.0
20,Female,67,165,Walking,20,78.17
44,Female,87,168,Yoga,85,308.12
44,Female,96,165,Walking,35,196.0
41,Female,85,187,Jump rope,65,1132.62
57,Male,90,151,Walking,45,236.25
52,Female,85,150,Cycling,40,453.33
46,Female,54,154,Swimming,60,378.0
20,Male,51,160,Walking,35,104.12
38,Female,68,174,Jump rope,40,557.6
34,Female,71,181,Cycling,90,852.0
45,Male,64,165,Yoga,25,66.67
51,Male,80,177,Yoga,80,266.67
37,Male,58,184,Walking,15,50.75
46,Female,90,163,Yoga,15,56.25
57,Female,68,155,Cycling,45,408.0
23,Female,72,153,Running,55,646.8
29,Male,67,183,Cycling,35,312.67
59,Female,91,157,Running,80,1189.07
19,Male,89,168,Swimming,80,830.67
28,Female,83,176,Walking,25,121.04
57,Male,58,152,Running,90,852.6
58,Male,77,180,Swimming,30,269.5
43,Male,92,157,Cycling,35,429.33
19,Male,79,164,Walking,40,184.33
41,Male,47,173,Cycling,35,219.33
47,Male,62,180,Jump rope,20,254.2
53,Female,89,170,Yoga,75,278.12
36,Female,94,186,Jump rope,35,674.45
40,Female,49,164,Running,50,400.17
27,Female,94,189,Swimming,90,987.0
48,Female,53,159,Yoga,55,121.46
45,Male,47,156,Walking,65,178.21
60,Male,70,166,Swimming,40,326.67
49,Male,71,180,Walking,30,124.25
26,Male,64,188,Jump rope,45,590.4
34,Female,54,183,Cycling,45,324.0
43,Male,89,152,Walking,85,441.29
20,Female,86,158,Running,70,983.27
36,Male,62,156,Cycling,55,454.67
19,Female,46,178,Running,55,413.23
42,Female,50,173,Running,55,449.17
28,Female,66,169,Running,35,377.3
45,Female,65,154,Yoga,45,121.88
33,Male,61,151,Cycling,30,244.0
30,Female,80,167,Yoga,35,116.67
28,Male,65,160,Yoga,60,162.5
45,Male,77,168,Swimming,85,763.58
31,Male,69,179,Jump rope,55,777.98
43,Male,72,182,Running,65,764.4
54,Male,54,157,Yoga,90,202.5
34,Male,68,187,Running,25,277.67
44,Female,72,186,Swimming,75,630.0
24,Female,52,172,Jump rope,40,426.4
57,Male,79,189,Running,20,258.07
58,Female,87,160,Cycling,10,116.0
29,Male,55,151,Jump rope,20,225.5
38,Male,92,172,Cycling,55,674.67
36,Female,68,166,Jump rope,25,348.5
41,Male,45,177,Swimming,90,472.5
57,Male,46,169,Cycling,70,429.33
60,Female,91,150,Cycling,75,910.0
18,Female,94,150,Yoga,30,117.5
45,Male,73,187,Swimming,60,511.0
48,Female,66,181,Walking,70,269.5
39,Female,81,155,Yoga,10,33.75
38,Male,98,164,Jump rope,20,401.8
58,Male,92,171,Walking,50,268.33
28,Male,90,159,Swimming,35,367.5
47,Male,85,172,Walking,50,247.92
45,Male,58,180,Yoga,60,145.0
48,Female,66,183,Walking,65,250.25
27,Female,89,174,Swimming,70,726.83
33,Female,55,176,Cycling,45,330.0
27,Male,73,187,Walking,40,170.33
59,Female,74,164,Jump rope,90,1365.3
59,Male,51,165,Walking,85,252.88
38,Female,98,179,Swimming,40,457.33
55,Male,66,190,Running,20,215.6
42,Male,64,156,Jump rope,35,459.2
30,Female,80,152,Running,80,1045.33
48,Female,88,155,Running,20,287.47
41,Female,70,169,Yoga,35,102.08
38,Female,98,174,Walking,10,57.17
59,Female,58,190,Cycling,30,232.0
43,Female,73,182,Swimming,90,766.5
58,Female,59,177,Yoga,50,122.92
30,Male,69,182,Running,80,901.6
25,Male,81,185,Running,50,661.5
31,Male,52,160,Walking,35,106.17
59,Male,76,162,Cycling,25,253.33
24,Female,63,161,Walking,60,220.5
20,Female,85,174,Cycling,60,680.0
36,Male,45,188,Running,15,110.25
24,Female,69,164,Cycling,60,552.0
19,Female,75,176,Yoga,20,62.5
45,Male,65,165,Jump rope,35,466.38
28,Male,45,153,Running,50,367.5
43,Female,57,154,Swimming,80,532.0
51,Male,68,159,Running,55,610.87
57,Male,52,172,Running,65,552.07
59,Male,90,159,Cycling,60,720.0
29,Female,56,155,Walking,35,114.33
30,Female,89,177,Walking,30,155.75
43,Male,79,182,Yoga,45,148.12
54,Female,75,165,Yoga,65,203.12
48,Female,68,150,Walking,80,317.33
44,Female,82,181,Walking,65,310.92
20,Male,64,164,Swimming,25,186.67
35,Female,92,182,Cycling,25,306.67
49,Male,89,171,Swimming,20,207.67
36,Male,72,173,Cycling,35,336.0
50,Male,55,182,Yoga,80,183.33
59,Male,99,187,Yoga,35,144.38
45,Male,86,166,Running,20,280.93
54,Female,54,165,Running,70,617.4
59,Female,71,153,Walking,25,103.54
34,Female,100,187,Jump rope,80,1640.0
35,Male,100,150,Walking,65,379.17
39,Male,100,151,Running,80,1306.67
27,Female,61,181,Jump rope,40,500.2
39,Female,74,177,Swimming,90,777.0
43,Female,90,188,Cycling,60,720.0
57,Male,46,173,Swimming,55,295.17
20,Female,57,157,Cycling,20,152.0
33,Female,86,177,Walking,15,75.25
37,Male,56,158,Yoga,90,210.0
43,Male,74,188,Walking,70,302.17
32,Female,61,182,Jump rope,20,250.1
27,Male,56,187,Jump rope,10,114.8
28,Male,93,163,Walking,80,434.0
45,Male,68,177,Cycling,50,453.33
38,Female,57,173,Yoga,40,95.0
57,Female,92,166,Yoga,85,325.83
26,Female,95,190,Jump rope,90,1752.75
55,Female,52,185,Cycling,85,589.33
49,Female,65,172,Swimming,15,113.75
52,Male,95,175,Walking,50,277.08
38,Female,94,161,Walking,30,164.5
50,Male,84,181,Yoga,60,210.0
58,Female,84,167,Yoga,35,122.5
44,Male,86,175,Swimming,20,200.67
56,Female,80,152,Cycling,20,213.33
18,Female,99,170,Yoga,35,144.38
58,Female,57,156,Swimming,25,166.25
50,Male,45,157,Cycling,75,450.0
58,Male,57,160,Swimming,60,399.0
19,Male,64,168,Yoga,90,240.0
19,Female,84,159,Jump rope,50,861.0
50,Male,55,160,Running,80,718.67
28,Male,73,159,Running,15,178.85
31,Female,46,176,Walking,50,134.17
40,Female,81,164,Running,80,1058.4
33,Male,97,159,Running,20,316.87
20,Female,86,155,Swimming,85,852.83
19,Male,71,170,Yoga,55,162.71
59,Female,91,186,Walking,80,424.67
46,Female,75,172,Running,30,367.5
27,Male,95,180,Running,20,310.33
45,Female,98,155,Swimming,70,800.33
57,Male,95,156,Walking,75,415.62
59,Female,92,154,Cycling,30,368.0
52,Male,99,155,Cycling,20,264.0
41,Female,78,158,Walking,30,136.5
22,Male,73,184,Running,70,834.63
52,Male,47,170,Swimming,50,274.17
18,Male,93,167,Running,80,1215.2
37,Female,95,169,Swimming,35,387.92
38,Male,100,170,Jump rope,75,1537.5
54,Female,70,186,Yoga,75,218.75
56,Female,62,175,Yoga,40,103.33
55,Male,48,176,Jump rope,90,885.6
59,Female,97,166,Yoga,75,303.12
31,Male,93,189,Cycling,80,992.0
28,Male,54,181,Cycling,75,540.0
26,Female,67,178,Jump rope,20,274.7
32,Female,86,157,Yoga,45,161.25
30,Female,99,179,Swimming,20,231.0
25,Male,57,182,Yoga,35,83.12
26,Male,89,172,Walking,50,259.58
31,Female,64,179,Cycling,20,170.67
39,Male,75,157,Jump rope,10,153.75
42,Female,80,188,Jump rope,15,246.0
18,Male,52,173,Jump rope,85,906.1
57,Female,94,190,Jump rope,45,867.15
35,Male,55,160,Jump rope,90,1014.75
37,Female,90,182,Swimming,90,945.0
56,Male,93,165,Jump rope,30,571.95
34,Male,87,150,Jump rope,10,178.35
34,Female,70,155,Walking,40,163.33
29,Male,53,164,Yoga,30,66.25
25,Female,45,150,Running,20,147.0
32,Female,46,163,Walking,90,241.5
19,Male,54,157,Cycling,90,648.0
21,Male,84,161,Running,40,548.8
32,Female,83,167,Swimming,65,629.42
54,Female,88,162,Walking,90,462.0
56,Female,70,163,Cycling,40,373.33
53,Male,47,159,Cycling,45,282.0
57,Female,89,173,Walking,50,259.58
24,Male,49,161,Walking,15,42.88
59,Male,45,182,Cycling,25,150.0
19,Female,95,190,Yoga,45,178.12
34,Female,93,181,Cycling,40,496.0
36,Male,46,163,Cycling,90,552.0
28,Male,58,164,Yoga,20,48.33
49,Male,73,164,Swimming,60,511.0
54,Female,54,151,Cycling,45,324.0
21,Female,77,190,Cycling,20,205.33
23,Male,89,164,Jump rope,80,1459.6
33,Male,54,179,Cycling,85,612.0
42,Female,54,170,Walking,40,126.0
30,Female,73,169,Swimming,15,127.75
50,Male,60,165,Running,60,588.0
18,Male,51,165,Cycling,70,476.0
37,Female,68,169,Swimming,25,198.33
28,Female,51,157,Running,45,374.85
18,Male,58,179,Swimming,20,135.33
32,Female,92,154,Yoga,30,115.0
50,Male,47,182,Cycling,30,188.0
59,Female,90,157,Cycling,45,540.0
35,Female,95,190,Jump rope,75,1460.62
37,Male,50,164,Walking,30,87.5
46,Female,56,187,Walking,35,114.33
52,Male,72,163,Yoga,30,90.0
49,Female,87,177,Cycling,85,986.0
35,Female,90,157,Running,60,882.0
44,Male,76,187,Walking,45,199.5
55,Male,54,183,Running,70,617.4
33,Male,57,172,Walking,70,232.75
18,Female,58,176,Running,85,805.23
29,Female,63,182,Walking,50,183.75
56,Female,75,175,Cycling,75,750.0
58,Female,79,184,Cycling,40,421.33
37,Male,67,160,Jump rope,60,824.1
36,Male,54,150,Cycling,75,540.0
18,Female,93,173,Running,35,531.65
34,Male,61,189,Yoga,85,216.04
25,Female,68,179,Jump rope,60,836.4
51,Female,51,174,Cycling,75,510.0
38,Female,96,181,Cycling,35,448.0
32,Male,65,188,Running,55,583.92
32,Female,45,168,Cycling,85,510.0
54,Female,54,167,Swimming,50,315.0
18,Male,56,151,Jump rope,20,229.6
27,Female,83,165,Cycling,80,885.33
36,Female,85,172,Jump rope,45,784.12
57,Male,88,158,Swimming,30,308.0
59,Male,71,156,Cycling,25,236.67
31,Male,50,184,Running,25,204.17
21,Male,81,170,Swimming,75,708.75
34,Male,90,160,Walking,55,288.75
22,Female,78,162,Swimming,35,318.5
52,Male,57,167,Jump rope,85,993.23
25,Female,50,178,Cycling,10,66.67
52,Male,81,177,Swimming,50,472.5
54,Female,86,155,Yoga,65,232.92
27,Male,60,188,Walking,35,122.5
24,Female,83,190,Yoga,90,311.25
21,Male,97,180,Swimming,20,226.33
42,Male,61,163,Walking,25,88.96
40,Female,45,188,Swimming,70,367.5
53,Female,62,189,Swimming,45,325.5
21,Male,94,155,Jump rope,55,1059.85
28,Female,58,169,Walking,35,118.42
49,Male,88,169,Jump rope,55,992.2
50,Female,46,162,Cycling,90,552.0
29,Male,74,177,Running,55,664.77
43,Female,77,183,Cycling,30,308.0
52,Female,85,170,Running,20,277.67
35,Female,97,158,Cycling,40,517.33
30,Male,91,153,Swimming,20,212.33
34,Male,47,170,Running,85,652.52
30,Male,54,180,Swimming,40,252.0
48,Male,91,189,Jump rope,20,373.1
21,Male,74,162,Swimming,45,388.5
28,Female,85,180,Cycling,50,566.67
22,Male,72,160,Jump rope,65,959.4
38,Male,96,187,Cycling,10,128.0
38,Female,73,155,Jump rope,20,299.3
54,Male,94,182,Jump rope,40,770.8
33,Female,88,163,Jump rope,30,541.2
18,Male,91,163,Yoga,75,284.38
47,Male,70,177,Swimming,85,694.17
21,Male,62,173,Yoga,70,180.83
58,Female,93,154,Swimming,30,325.5
19,Male,88,188,Jump rope,10,180.4
31,Male,57,184,Yoga,25,59.38
58,Male,66,179,Cycling,45,396.0
48,Male,84,177,Yoga,25,87.5
60,Female,49,161,Walking,65,185.79
23,Female,77,170,Yoga,80,256.67
28,Female,86,174,Cycling,40,458.67
31,Male,52,150,Walking,15,45.5
24,Male,77,186,Yoga,45,144.38
49,Male,53,176,Yoga,35,77.29
18,Female,63,166,Cycling,30,252.0
26,Female,77,184,Yoga,45,144.38
39,Female,70,168,Jump rope,15,215.25
21,Male,85,175,Running,65,902.42
28,Male,90,163,Yoga,30,112.5
22,Male,96,160,Jump rope,65,1279.2
48,Male,98,173,Swimming,90,1029.0
35,Male,77,183,Running,40,503.07
35,Female,94,178,Swimming,35,383.83
20,Male,54,180,Yoga,20,45.0
20,Female,82,158,Cycling,10,109.33
25,Female,89,151,Cycling,40,474.67
49,Female,84,161,Jump rope,90,1549.8
59,Male,97,159,Yoga,30,121.25
26,Female,61,151,Cycling,25,203.33
47,Male,83,153,Swimming,50,484.17
58,Female,60,151,Walking,80,280.0
47,Male,64,153,Running,60,627.2
23,Male,60,150,Swimming,80,560.0
38,Male,97,164,Cycling,20,258.67
33,Female,64,166,Swimming,90,672.0
57,Female,51,185,Walking,90,267.75
27,Male,92,168,Swimming,90,966.0
50,Male,79,185,Walking,55,253.46
27,Male,66,185,Walking,80,308.0
38,Male,85,163,Running,75,1041.25
29,Female,72,183,Jump rope,30,442.8
29,Male,87,176,Jump rope,70,1248.45
25,Female,60,181,Running,30,294.0
42,Female,90,151,Cycling,90,1080.0
18,Male,51,154,Running,85,708.05
18,Male,53,155,Swimming,20,123.67
28,Male,63,157,Running,15,154.35
38,Male,51,179,Cycling,50,340.0
33,Male,62,184,Walking,55,198.92
60,Male,95,172,Cycling,60,760.0
51,Male,60,177,Swimming,35,245.0
47,Female,57,189,Running,65,605.15
33,Male,61,158,Running,60,597.8
57,Female,83,160,Swimming,20,193.67
33,Female,68,190,Yoga,90,255.0
33,Female,84,161,Swimming,50,490.0
54,Male,93,189,Running,85,1291.15
31,Female,45,166,Swimming,85,446.25
55,Female,88,168,Yoga,15,55.0
57,Female,85,176,Running,65,902.42
39,Male,83,151,Jump rope,85,1446.28
46,Female,74,179,Jump rope,25,379.25
35,Female,88,172,Yoga,60,220.0
30,Female,52,184,Cycling,35,242.67
39,Male,75,183,Swimming,40,350.0
52,Female,65,157,Walking,45,170.62
31,Female,97,174,Cycling,15,194.0
29,Male,52,171,Swimming,35,212.33
33,Female,75,185,Yoga,40,125.0
47,Female,57,167,Running,30,279.3
51,Female,65,180,Jump rope,35,466.38
40,Male,76,175,Walking,85,376.83
56,Male,67,162,Swimming,25,195.42
30,Female,58,161,Yoga,65,157.08
53,Female,78,151,Cycling,25,260.0
27,Female,46,180,Walking,30,80.5
18,Male,69,151,Yoga,15,43.12
36,Male,58,157,Cycling,45,348.0
53,Female,77,160,Jump rope,55,868.17
21,Female,67,174,Jump rope,45,618.08
53,Female,89,186,Walking,15,77.88
41,Female,63,179,Running,35,360.15
41,Female,98,185,Yoga,65,265.42
52,Male,88,186,Walking,80,410.67
19,Female,81,169,Swimming,90,850.5
35,Female,54,177,Walking,75,236.25
18,Male,62,163,Walking,75,271.25
41,Female,49,168,Jump rope,65,652.92
33,Male,73,158,Jump rope,35,523.78
30,Female,69,151,Cycling,80,736.0
44,Male,91,184,Swimming,80,849.33
19,Male,59,178,Swimming,10,68.83
49,Female,51,175,Cycling,15,102.0
41,Female,79,176,Walking,55,253.46
27,Female,49,183,Jump rope,35,351.58
51,Male,80,162,Running,65,849.33
37,Female,92,182,Yoga,35,134.17
47,Male,61,178,Walking,15,53.38
30,Male,84,154,Yoga,60,210.0
46,Female,63,162,Yoga,80,210.0
28,Male,48,181,Jump rope,35,344.4
34,Female,82,178,Cycling,15,164.0
47,Female,75,151,Running,70,857.5
37,Female,98,151,Cycling,30,392.0
38,Female,95,159,Jump rope,90,1752.75
24,Female,52,168,Jump rope,60,639.6
42,Female,56,166,Cycling,85,634.67
33,Male,56,151,Yoga,10,23.33
37,Female,62,184,Jump rope,20,254.2
47,Male,47,160,Cycling,40,250.67
19,Male,91,181,Yoga,35,132.71
18,Male,98,179,Yoga,70,285.83
30,Female,86,154,Jump rope,50,881.5
56,Female,72,153,Cycling,50,480.0
52,Female,65,171,Running,10,106.17
31,Male,60,176,Running,65,637.0
31,Male,48,150,Yoga,70,140.0
49,Female,61,169,Swimming,90,640.5
41,Male,66,152,Yoga,50,137.5
57,Female,89,177,Cycling,60,712.0
38,Male,92,166,Running,85,1277.27
25,Male,100,155,Jump rope,40,820.0
43,Female,83,175,Running,85,1152.32
54,Female,56,175,Running,15,137.2
53,Male,84,156,Yoga,85,297.5
20,Female,98,179,Yoga,15,61.25
32,Female,90,186,Walking,35,183.75
54,Female,78,174,Running,90,1146.6
34,Female,98,161,Running,30,480.2
57,Male,46,190,Running,10,75.13
33,Male,50,187,Swimming,50,291.67
32,Male,50,150,Walking,40,116.67
34,Male,70,167,Cycling,35,326.67
53,Male,94,151,Jump rope,65,1252.55
33,Female,58,188,Cycling,35,270.67
39,Female,70,152,Swimming,55,449.17
26,Male,66,171,Yoga,45,123.75
31,Female,83,170,Cycling,30,332.0
60,Female,50,165,Running,30,245.0
20,Female,93,169,Running,80,1215.2
29,Female,47,166,Jump rope,75,722.62
45,Male,75,157,Yoga,20,62.5
47,Female,60,157,Jump rope,60,738.0
27,Female,54,165,Swimming,90,567.0
60,Female,79,155,Cycling,40,421.33
27,Male,80,154,Cycling,10,106.67
45,Female,49,161,Running,80,640.27
54,Female,53,172,Jump rope,75,814.88
34,Female,52,151,Jump rope,20,213.2
53,Male,65,150,Running,15,159.25
34,Male,52,187,Jump rope,40,426.4
20,Male,57,164,Swimming,70,465.5
53,Female,71,154,Swimming,30,248.5
35,Male,74,155,Walking,15,64.75
48,Female,59,186,Yoga,15,36.88
31,Female,96,160,Jump rope,50,984.0
58,Male,90,178,Yoga,45,168.75
26,Female,86,162,Swimming,90,903.0
40,Male,99,181,Swimming,65,750.75
29,Female,51,151,Yoga,55,116.88
37,Male,92,177,Swimming,50,536.67
21,Female,74,173,Yoga,70,215.83
49,Male,79,171,Cycling,75,790.0
24,Male,67,176,Cycling,50,446.67
29,Male,46,164,Walking,25,67.08
36,Female,93,185,Running,65,987.35
24,Female,92,177,Walking,45,241.5
50,Female,87,183,Yoga,60,217.5
19,Female,92,152,Swimming,55,590.33
42,Female,90,155,Swimming,55,577.5
34,Male,64,171,Running,90,940.8
20,Female,53,159,Yoga,70,154.58
22,Male,87,157,Running,15,213.15
26,Female,73,175,Running,45,536.55
42,Female,97,176,Cycling,65,840.67
49,Male,64,184,Jump rope,80,1049.6
38,Female,68,166,Running,15,166.6
51,Female,81,152,Swimming,90,850.5
49,Female,60,188,Jump rope,25,307.5
53,Male,93,188,Jump rope,60,1143.9
60,Male,76,164,Yoga,60,190.0
28,Male,70,159,Walking,65,265.42
52,Female,55,166,Running,55,494.08
18,Female,86,155,Cycling,50,573.33
44,Female,96,155,Walking,55,308.0
58,Male,73,189,Cycling,55,535.33
18,Female,89,172,Cycling,75,890.0
21,Female,45,154,Running,15,110.25
18,Female,72,183,Swimming,55,462.0
60,Male,90,190,Swimming,40,420.0
25,Male,52,184,Walking,20,60.67
24,Male,55,166,Cycling,55,403.33
44,Female,75,157,Swimming,35,306.25
45,Female,77,168,Cycling,65,667.33
39,Male,91,157,Swimming,65,690.08
57,Male,80,170,Swimming,45,420.0
42,Female,94,171,Swimming,40,438.67
32,Male,53,159,Jump rope,20,217.3
30,Female,98,159,Walking,65,371.58
37,Male,57,160,Jump rope,35,408.98
30,Male,96,189,Jump rope,35,688.8
57,Male,61,161,Yoga,45,114.38
47,Female,74,156,Running,40,483.47
23,Male,72,166,Running,90,1058.4
54,Male,96,150,Running,65,1019.2
36,Male,82,185,Yoga,25,85.42
35,Female,66,178,Running,15,161.7
29,Male,63,174,Yoga,60,157.5
22,Male,88,152,Swimming,45,462.0
18,Male,83,150,Jump rope,85,1446.28
30,Male,64,163,Swimming,75,560.0
31,Female,78,152,Yoga,30,97.5
59,Female,92,163,Swimming,85,912.33
40,Male,84,167,Yoga,65,227.5
41,Male,54,166,Yoga,20,45.0
37,Male,75,161,Jump rope,70,1076.25
48,Female,98,152,Running,30,480.2
55,Male,64,188,Jump rope,15,196.8
35,Female,81,177,Yoga,50,168.75
45,Male,46,170,Yoga,30,57.5
37,Male,81,189,Walking,25,118.12
41,Male,100,189,Jump rope,65,1332.5
44,Male,77,180,Jump rope,25,394.62
25,Female,80,163,Walking,60,280.0
39,Male,58,158,Yoga,75,181.25
25,Female,49,189,Swimming,30,171.5
30,Female,91,190,Swimming,55,583.92
26,Female,83,179,Yoga,35,121.04
39,Female,84,172,Running,35,480.2
45,Male,56,161,Yoga,10,23.33
21,Male,75,176,Swimming,55,481.25
41,Female,50,154,Swimming,40,233.33
47,Male,64,177,Swimming,35,261.33
40,Female,91,151,Swimming,75,796.25
20,Male,71,183,Yoga,35,103.54
50,Male,63,172,Jump rope,75,968.63
23,Male,76,169,Swimming,80,709.33
57,Female,49,190,Jump rope,20,200.9
19,Female,48,180,Cycling,70,448.0
33,Female,62,160,Running,15,151.9
57,Male,54,158,Cycling,10,72.0
39,Male,88,160,Walking,80,410.67
46,Male,68,177,Yoga,35,99.17
24,Male,82,150,Walking,35,167.42
48,Female,77,156,Walking,90,404.25
60,Male,84,164,Walking,35,171.5
60,Male,60,190,Running,75,735.0
45,Male,84,165,Running,35,480.2
46,Female,87,150,Walking,55,279.12
30,Male,58,162,Walking,40,135.33
18,Male,55,177,Swimming,85,545.42
23,Male,84,178,Walking,50,245.0
40,Male,94,160,Walking,35,191.92
56,Female,46,151,Yoga,30,57.5
32,Male,69,180,Swimming,30,241.5
32,Male,51,157,Cycling,60,408.0
31,Female,98,179,Swimming,45,514.5
51,Female,89,180,Jump rope,10,182.45
54,Female,99,189,Yoga,85,350.62
51,Female,56,172,Yoga,75,175.0
20,Male,99,164,Swimming,40,462.0
